COLLEGE NAME,BRANCH NAME,MAX CUTOFF
"Annai Veilankannis College of Engineering
Gandhi Road  Nedungundram  Chennai 600048","ELECTRONICS AND
COMMUNICATION ENGINEERING",115.5
"M R K Institute of Technology
Nattarmangalam Village  Kattumannarkoil Cuddalore District 608306",INFORMATION TECHNOLOGY,115.5
"As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai Thiruvidaimaruthur  Thanjavur District
612102",ELECTRICAL AND ELECTRONICS ENGINEERING,115.5
"Nehru Institute of Technology  (Autonomous) Thirumalayampalayam Post  Coimbatore
District 641105",AGRICULTURAL ENGINEERING,115.0
"Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai- Bengaluru High Road  Pennalur Irungattukottai S.O.  Sriperumbudur Taluk
Kancheepuram District 602105",MECHANICAL AND AUTOMATION ENGINEERING,115.0
K S K College of Engineering and Technology Thanjavur Main Road  Darasuram Kumbakonam  Thanjavur District 612702,MECHANICAL ENGINEERING,114.5
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",MECHANICAL ENGINEERING,114.5
"Government College of Engineering
Gandarvakottai Road  Sengipatti  Thanjavur District 613402",COMPUTER SCIENCE AND ENGINEERING,114.5
Chennai Institute of Technology and Applied Research    Sarathy Nagar  Puthuper Village Kundrathur   Chennai 600069,ELECTRONICS AND COMMUNICATION ENGINEERING,114.0
"R P Sarathy Institute of Technology Poosaripatty  Kadaympatty Taluk  Salem
Tamil Nadu-636305","ELECTRONICS AND COMMUNICATION
ENGINEERING",114.0
"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",CHEMICAL  ENGINEERING,114.0
"K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road Samayapuram  Manachanallur Taluk
Tiruchirappalli District 621112","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",114.0
"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",MECHANICAL ENGINEERING,114.0
"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004","BIO MEDICAL ENGINEERING
(SS)",113.5
"Paavai College of Engineering  NH-7  Pachal
Post  Namakkal District 637018","COMPUTER SCIENCE AND
ENGINEERING",113.5
"P B College of Engineering  Irungkattukottai Sriperumpudur Taluk  Kancheepuram District
602117",AUTOMOBILE ENGINEERING,113.0
Prince Dr. K Vasudevan College of Engineering and Technology  Medavakkam- Mambakkam Road  Ponmar  Chennai 600127,Computer Science and Engineering (Cyber Security),113.0
"Kongunadu College of Engineering and
Technology (Autonomous)  Tholurpatti Thottiyam  Tiruchirappalli District 621215",MECHANICAL ENGINEERING,113.0
"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",CIVIL  ENGINEERING,112.5
"A K T Memorial College of Engineering and
Technology  Neelamangalam Village Kallakurichi District 606202",MECHANICAL ENGINEERING,112.5
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MECHANICAL ENGINEERING (MANUFACTURING),112.5
"K S R College of Engineering (Autonomous)
Tiruchengode  Namakkal District 637215",Safety and Fire Engineering,112.0
"OASYS Institute of Technology   Pulivalam Village  Musiri Taluk  Tiruchirappalli District
621006",COMPUTER SCIENCE AND ENGINEERING,111.5
Udaya School of Engineering  Ammandivilai Post  Kanyakumari District 629204,Computer Science and Engineering (Cyber Security),111.0
"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",BIO MEDICAL ENGINEERING,111.0
"Chendhuran College of Engineering and
Technology  Madurai Road  Lenavilakku Pilivalam Post  Pudukkottai - 622 507",ELECTRICAL AND ELECTRONICS ENGINEERING,111.0
"R V S Educational Trust's Groups of Institutions, (Integrated Campus)  N Paraipatti Post  Vedasandur Taluk  Dindigul
District 624005",Computer Science and Engineering (Cyber Security),111.0
"G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar Chennai-Tirupathi Highway  Tiruttani Taluk
Thiruvallur District 631209",ELECTRONICS AND COMMUNICATION ENGINEERING,110.5
"Rajiv Gandhi College of Engineering  Nemili
Sriperumpudur Taluk  Kancheepuram District 602105","ELECTRONICS AND
COMMUNICATION ENGINEERING",110.5
"Rrase College of Engineering  Padappai
Kancheepuram  601301",INFORMATION TECHNOLOGY,109.5
A V C College of Engineering  Mannampandal Post  MayiladuthuraiDistrict 609305,COMPUTER SCIENCE AND ENGINEERING,109.5
"P S N A Colllege of Engineering and Technology (Autonomous),  Dindigul District
624622",MECHANICAL ENGINEERING,109.0
"PSN Institute of Technology and Science
Melathediyoor  Tirunelveli-627 152","MECHANICAL AND
AUTOMATION ENGINEERING",108.5
"Annapoorana Engineering College
(Autonomous)  Sankari Main Road  NH-47 Periaseeragapadi  Salem District 636308",CIVIL  ENGINEERING,108.5
S S M College of Engineering Komarapalayam  Namakkal District 638183,"ELECTRONICS AND COMMUNICATION
ENGINEERING",108.5
"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304","ELECTRONICS AND COMMUNICATION
ENGINEERING",108.0
"PSN Institute of Technology and Science
Melathediyoor  Tirunelveli-627 152",Mechatronics Engineering,107.5
"Mookambigai College of Engineering
Keeranur  Pudukkottai District 622502","COMPUTER SCIENCE AND
ENGINEERING",107.5
"Global Institute of Engineering and Technology  Bangalore-Chennai Highway Melvisharam  Walajah Taluk  Ranipet District
632506",ELECTRONICS AND COMMUNICATION ENGINEERING,107.0
"Bharathidasan Engineering College Nattrampalli Post  Thiruppathur District
635854",INFORMATION TECHNOLOGY,106.5
"St. Joseph's College of Engineering and
Technology  Elupatti Village  Rawaspatti Post Thanjavur District 613403",MECHANICAL ENGINEERING,106.5
"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",ELECTRICAL AND ELECTRONICS ENGINEERING,106.0
"A K T Memorial College of Engineering and Technology  Neelamangalam Village
Kallakurichi District 606202",ELECTRICAL AND ELECTRONICS ENGINEERING,106.0
Sethu Institute of Technology (Autonomous) Kariapatti Post  Virudhunagar District 626115,COMPUTER SCIENCE AND BUSSINESS SYSTEM,105.5
Er. Perumal Manimekalai College of Engineering   (Autonomous) Near Koneripalli Hosur  Krishnagiri District 635117,COMPUTER SCIENCE AND ENGINEERING,105.0
"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",MECHANICAL ENGINEERING,104.0
The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,"ELECTRONICS AND
COMMUNICATION ENGINEERING",104.0
"M R K Institute of Technology Nattarmangalam Village  Kattumannarkoil
Cuddalore District 608306",CIVIL  ENGINEERING,102.5
"Sengunthar Engineering College
(Autonomous)  Tiruchengode  Namakkal District 637205",Computer Science and Engineering (Cyber Security),101.5
"Bharath Niketan Engineering College
Thimmarasanaickanoor  Aundipatti  Theni District 625536",ELECTRICAL AND ELECTRONICS ENGINEERING,101.0
"Krishnasamy College of Engineering and
Technology  S Kumarapuram  Cuddalore District 607109",CIVIL  ENGINEERING,99.5
Sethu Institute of Technology (Autonomous) Kariapatti Post  Virudhunagar District 626115,COMPUTER SCIENCE AND DESIGN,96.0
Udaya School of Engineering  Ammandivilai Post  Kanyakumari District 629204,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",94.0
"Rajiv Gandhi College of Engineering  Nemili
Sriperumpudur Taluk  Kancheepuram District 602105",ELECTRICAL AND ELECTRONICS ENGINEERING,85.0
