COLLEGE NAME,BRANCH NAME,MAX CUTOFF
"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road
Chennai 600 062",MECHANICAL ENGINEERING,144.5
"V S B Engineering College(Autonomous)
Kovai Road  Karur District 639111",MECHANICAL ENGINEERING,144.5
M.A.M. College of Engineering  Siruganur Tiruchirappalli District 621105,"ELECTRONICS AND COMMUNICATION
ENGINEERING",144.0
P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,MECHANICAL ENGINEERING,144.0
"St. Joseph's Institute of Technology (Autonomous)  Jeppiaar Nagar  Old Mahabalipuram Road (OMR)  Chennai
600119",ELECTRICAL AND ELECTRONICS ENGINEERING,144.0
"Annai College of Engineering and Technology
Anakudi Road  Kovilacheri  Kumbakonam Thanjavur District 612503","ELECTRONICS AND
COMMUNICATION ENGINEERING",144.0
"K L N College of Engineering (Autonomous)
Pottapalayam  Sivagangai District 630611",MECHANICAL ENGINEERING,144.0
"Holy Cross Engineering College  Vagaikulam Sri Mulakarai  Srivaikuntam   Thoothukudi
District 628851",ELECTRICAL AND ELECTRONICS ENGINEERING,144.0
"Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road Chundavilai  Mullanganavilai  Nattalam Post
Kanyakumari District 629195",ELECTRICAL AND ELECTRONICS ENGINEERING,144.0
"University Departments of Anna University Chennai - CEG Campus  Sardar Patel Road
Guindy  Chennai 600 025",MATERIAL SCIENCE AND ENGINEERING (SS),144.0
"CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk
Tiruchirappalli District 620009",COMPUTER SCIENCE AND ENGINEERING,144.0
"Bethlahem Institute of Engineering  Karungal
Kanyakumari District 629157","COMPUTER SCIENCE AND
ENGINEERING",143.5
P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,COMPUTER SCIENCE AND ENGINEERING,143.5
"Government College of Engineering
Melachokkanathapuram  Bodinayakkanur Theni District 625582",CIVIL  ENGINEERING,143.5
Loyola Institute of Technology and Science Loyola Nagar   P B No.2  Thovalai Kanyakumari District 629302,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",143.5
A V C College of Engineering  Mannampandal Post  MayiladuthuraiDistrict 609305,MECHANICAL ENGINEERING,143.5
"Mangayarkarasi College of Engineering  First Street  Mangayarkarasi Nagar  Paravai
Madurai District 625402",MECHANICAL ENGINEERING,143.5
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),143.5
"AMRITA  College of Engineering and Technology  Erachakulam Post  Kanyakumari
District 629902","ELECTRONICS AND COMMUNICATION
ENGINEERING",143.5
"United Institute of Technology  Gadalore Village  Perianaickenpalayam  Coimbatore
District 641020",COMPUTER SCIENCE AND ENGINEERING,143.5
"P S N A Colllege of Engineering and
Technology (Autonomous),  Dindigul District 624622",COMPUTER SCIENCE AND ENGINEERING,143.0
"V V College of Engineering  Arasoor Village
Idaichivilai Post  Santhakulam Taluk Thoothukudi District 628656",CIVIL  ENGINEERING,143.0
"PSN Institute of Technology and Science
Melathediyoor  Tirunelveli-627 152","INDUSTRIAL ENGINEERING
AND MANAGEMENT",143.0
Sona College of Technology (Autonomous) Suramangalam Post  Salem District 636005,"ELECTRONICS AND
COMMUNICATION ENGINEERING",143.0
"SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai
603203",COMPUTER SCIENCE AND ENGINEERING,143.0
"Marthandam College of Engineering & Technology  Kuttakuzhi  Veeyanoor Post
Kanyakumari District 629177",COMPUTER SCIENCE AND ENGINEERING,143.0
"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104",INFORMATION TECHNOLOGY,143.0
"PET Engineering College  Vallioor Post
Tirunelveli District 627117",MECHANICAL ENGINEERING,142.5
Easa College of Engineering and Technology NH-47  Coimbatore-Palakkad Main Road Navakarai Post  Coimbatore District 641105,INFORMATION TECHNOLOGY,142.5
"R V S College of Engineering  N Paraipatti
Post  Dindigul District 624005","ELECTRICAL AND ELECTRONICS
ENGINEERING",142.5
SSM Institute of Engineering and Technology Kuttathupatti Village  Sindalaigundu Post Dindigul District 624002,COMPUTER SCIENCE AND ENGINEERING,142.5
"Sri Ramakrishna Institute of Technology
(Autonomous)  Pachapalayam  Coimbatore District 641010",INFORMATION TECHNOLOGY,142.5
"Meenakshi Ramaswamy Engineering College Trichy Main Road   Thathanur
Udayarpalayam  Ariyalur District 621804",MECHANICAL ENGINEERING,142.5
"Loyola Institute of Technology and Science Loyola Nagar   P B No.2  Thovalai
Kanyakumari District 629302",COMPUTER SCIENCE AND ENGINEERING,142.5
"R V S Educational Trust's Groups of Institutions, (Integrated Campus)  N Paraipatti Post  Vedasandur Taluk  Dindigul
District 624005",COMPUTER SCIENCE AND BUSSINESS SYSTEM,142.0
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MECHANICAL ENGINEERING,142.0
K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,CIVIL  ENGINEERING,142.0
"Gnanamani College of Technology (Autonomous) Pachal Post  Namakkal District
637018",AGRICULTURAL ENGINEERING,142.0
"University Departments of Anna University
Chennai - ACT Campus  Sardar Patel Road Guindy  Chennai 600 025",CHEMICAL  ENGINEERING,141.5
"J P College of Engineering  College Road Ayakudy  Tenkasi Taluk  Tenkasi District
627852","ELECTRONICS AND COMMUNICATION
ENGINEERING",141.5
Er. Perumal Manimekalai College of Engineering   (Autonomous) Near Koneripalli Hosur  Krishnagiri District 635117,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141.5
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING,141.5
"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",MECHANICAL ENGINEERING,141.5
"P.S.R.R College of Engineering
Appayanaickenpatti  Sevalpatti Virudhunagar District 626140",ELECTRICAL AND ELECTRONICS ENGINEERING,141.5
"V V College of Engineering  Arasoor Village
Idaichivilai Post  Santhakulam Taluk Thoothukudi District 628656",COMPUTER SCIENCE AND ENGINEERING,141.5
"Muthayammal Engineering College
(Autonomous)  Rasipuram  Namakkal District 637408",COMPUTER SCIENCE AND ENGINEERING,141.5
"University College of Engineering  Ariyalur Kathankudikadu Village  Thelur Post  Ariyalur
District 621704",ELECTRICAL AND ELECTRONICS ENGINEERING,141.5
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",MECHANICAL ENGINEERING,141.0
"PSG Institute of Technology and Applied
Research  Avinashi Road  Neelambur Coimbatore 641062",COMPUTER SCIENCE AND BUSSINESS SYSTEM,141.0
"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",MECHANICAL ENGINEERING,141.0
"Bharathidasan Engineering College Nattrampalli Post  Thiruppathur District
635854","ELECTRONICS AND COMMUNICATION
ENGINEERING",141.0
"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",CIVIL  ENGINEERING,141.0
SCAD College of Engineering and Technology Cheranmahadevi  Tirunelveli District 627414,ELECTRICAL AND ELECTRONICS ENGINEERING,141.0
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,ELECTRONICS AND COMMUNICATION ENGINEERING,140.5
"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",MECHANICAL ENGINEERING,140.5
"Sri Vidya College of Engineering and Technology  Sivakasi Main Road  P Kumaralinapuram  Virudhunagar District
626005",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.5
"Aishwarya College of Engineering and Technology  Errattaikaradu Paruvachi Post Anthiyur (Via)  Bhavani Taluk  Erode District
638312",ELECTRICAL AND ELECTRONICS ENGINEERING,140.5
"Nandha Engineering College (Autonomous) Pitchandampalayam Post  Erode District
638052",COMPUTER SCIENCE AND ENGINEERING,140.0
"Sardar Raja College of Engineering
Alangulam  Tenkasi District 627808",MECHANICAL ENGINEERING,140.0
Udaya School of Engineering  Ammandivilai Post  Kanyakumari District 629204,"ELECTRONICS AND COMMUNICATION
ENGINEERING",140.0
"St. Xavier's Catholic College of Engineering
(Autonomous)  Chunkankadai  Nagercoil Kanyakumari District 629807",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.0
"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",CIVIL  ENGINEERING,140.0
"Christian College of Engineering and
Technology  Oddanchatram  Dindigul District 624619","ELECTRONICS AND
COMMUNICATION ENGINEERING",140.0
"P S R  Engineering College (Autonomous)
Appayanaickenpatti  Sevalpatty Virudhunagar District 626140",MECHANICAL ENGINEERING,140.0
University College of Engineering  Villupuram Kakuppam  Villupuram District 605103,"ELECTRONICS AND COMMUNICATION
ENGINEERING",140.0
"Stella Mary's College of Engineering Arunthengan Vilai  Azhikal Post  Kanyakumari
District 629202",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.0
"Thanthai Periyar Government Institute of
Technology  Bagayam  Vellore District 632002",CIVIL  ENGINEERING,139.5
"PSG Institute of Technology and Applied Research  Avinashi Road  Neelambur
Coimbatore 641062",ELECTRICAL AND ELECTRONICS ENGINEERING,139.5
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069",Mechatronics Engineering,139.5
"Velammal College of Engineering and Technology (Autonomous) Madurai District
625009",INFORMATION TECHNOLOGY,139.5
"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",ELECTRICAL AND ELECTRONICS ENGINEERING,139.5
Mohamed Sathak Engineering College Kilakarai  Ramanathapuram District 623806,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.5
"Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam
Thiruvallur District 602025",COMPUTER SCIENCE AND ENGINEERING,139.5
"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",ELECTRICAL AND ELECTRONICS ENGINEERING,139.5
SNS College of Technology (Autonomous) Kalappatti Post  Coimbatore District 641035,MECHANICAL ENGINEERING,139.0
"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",CIVIL  ENGINEERING,139.0
"Arjun College of Technology Chettiyakkapalayam  Kinathukadavu
Coimbatore District 642120",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.0
"Mahendra College of Engineering  Attur Road
Minnampalli  Valapady  Salem District 636106","ELECTRONICS AND
COMMUNICATION ENGINEERING",139.0
Panimalar Engineering College (Autonomous) Nazarethpet  Poonamallee  Chennai 602123,MECHANICAL ENGINEERING,139.0
"R V S College of Engineering  N Paraipatti
Post  Dindigul District 624005","COMPUTER SCIENCE AND
ENGINEERING",139.0
"V S A Group of Institutions  NH-47 Uthamasola Puram Post  Salem District
636010",COMPUTER SCIENCE AND ENGINEERING,139.0
"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004","ELECTRICAL AND ELECTRONICS
ENGINEERING",138.5
Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,MECHANICAL ENGINEERING,138.5
"E G S Pillay  Engineering College
(Autonomous)  Nagapattinam District 611002","ELECTRONICS AND
COMMUNICATION ENGINEERING",138.5
Maria College of Engineering and Technology Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,COMPUTER SCIENCE AND ENGINEERING,138.5
V S B Engineering College(Autonomous) Kovai Road  Karur District 639111,"ELECTRONICS AND COMMUNICATION
ENGINEERING",138.5
"Akshaya College of Engineering and
Technology  Kinathukadavu  Coimbatore District 642109","ELECTRONICS AND
COMMUNICATION ENGINEERING",138.5
"Gnanamani College of Technology (Autonomous) Pachal Post  Namakkal District
637018",INFORMATION TECHNOLOGY,138.5
"KGISL Institute of Technology  KGISL Campus Thudiyalur Road  Saravanampatti
Coimbatore District 641035",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5
"St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post
Thanjavur District 613403",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5
"SRM TRP Engineering College  Irungalur Manachanallur Taluk  Tiruchirappalli District
621105","ELECTRONICS AND COMMUNICATION
ENGINEERING",138.5
"Bharathidasan Engineering College Nattrampalli Post  Thiruppathur District
635854",ELECTRICAL AND ELECTRONICS ENGINEERING,138.5
"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",MECHANICAL ENGINEERING,138.0
"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304",MECHANICAL ENGINEERING,138.0
"Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai- Bengaluru High Road  Pennalur Irungattukottai S.O.  Sriperumbudur Taluk
Kancheepuram District 602105",MECHANICAL ENGINEERING,138.0
"Pollachi Institute of Engineering and
Technology  Main Road  Poosaripatti Pollachi Taluk  Coimbatore District 642205",MECHANICAL ENGINEERING,138.0
"Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi
District 606201","ELECTRONICS AND COMMUNICATION
ENGINEERING",138.0
"Arasu Engineering  College  Chennai Main
Road  Kumbakonam  Thanjavur District 612501",COMPUTER SCIENCE AND ENGINEERING,138.0
"University College of Engineering  Nagercoil Nagercoil Industrial Estate  Konam
Kanyakumari District 629004",MECHANICAL ENGINEERING (TAMIL MEDIUM),138.0
K S K College of Engineering and Technology Thanjavur Main Road  Darasuram Kumbakonam  Thanjavur District 612702,COMPUTER SCIENCE AND ENGINEERING,138.0
"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",CIVIL  ENGINEERING,138.0
"Velammal College of Engineering and
Technology (Autonomous) Madurai District 625009",CIVIL  ENGINEERING,138.0
"Loyola Institute of Technology and Science
Loyola Nagar   P B No.2  Thovalai Kanyakumari District 629302",INFORMATION TECHNOLOGY,138.0
"Anjalai Ammal Mahalingam Engineering
College  Kovilvenni  Thiruvarur District 614403",ELECTRICAL AND ELECTRONICS ENGINEERING,138.0
"Shree Sathyam College of Engineering and Technology  NH-47  Manjakkalpatti Kuppanur Post  Sankari Taluk  Salem District
637301",MECHANICAL ENGINEERING,138.0
"Good Shepherd College of Engineering and
Technology  Maruthamparai  Kanyakumari District 629101",COMPUTER SCIENCE AND ENGINEERING,137.5
"University College of Engineering Tindivanam  Melpakkam  Tindivanam
Villupuram District 604001",INFORMATION TECHNOLOGY,137.5
"Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District
638660",FASHION TECHNOLOGY,137.5
Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,COMPUTER SCIENCE AND BUSSINESS SYSTEM,137.5
Mailam Engineering College  Mailam Villupuram District 604304,"ELECTRONICS AND COMMUNICATION
ENGINEERING",137.5
"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",MECHANICAL ENGINEERING (TAMIL MEDIUM),137.5
"PSN College of Engineering and  Technology (Autonomous) Melathediyoor  Tirunelveli-
627 152",AERONAUTICAL ENGINEERING,137.5
"K S R Institute for Engineering and
Technology  (Autonomous) Thokkavadi Namakkal District 637215",INFORMATION TECHNOLOGY,137.0
"SACS-M A V M M Engineering College
Kidaripatty Post  Madurai District 625301","ELECTRICAL AND ELECTRONICS
ENGINEERING",137.0
"J P College of Engineering  College Road Ayakudy  Tenkasi Taluk  Tenkasi District
627852",INFORMATION TECHNOLOGY,137.0
"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",INFORMATION TECHNOLOGY,137.0
"Gnanamani College of Technology
(Autonomous) Pachal Post  Namakkal District 637018","ELECTRONICS AND
COMMUNICATION ENGINEERING",137.0
Narayanaguru College of Engineering Manjalumoodu  Kanyakumari District 629151,AUTOMOBILE ENGINEERING,137.0
"Fatima Michael College of Engineering and Technology  Sengottai Village  Sivagangai
Main Road  Madurai District 625020",MECHANICAL ENGINEERING,137.0
"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",137.0
"University Departments of Anna University Chennai - CEG Campus  Sardar Patel Road
Guindy  Chennai 600 025",INDUSTRIAL ENGINEERING,137.0
"PSN College of Engineering and  Technology (Autonomous) Melathediyoor  Tirunelveli-
627 152","ELECTRONICS AND COMMUNICATION
ENGINEERING",136.8
"Krishnasamy College of Engineering and Technology  S Kumarapuram  Cuddalore
District 607109",MECHANICAL ENGINEERING,136.5
"N S N College of Engineering and Technology
Karur-Madurai NH7  Manalmedu  Karur District 639003",MECHANICAL ENGINEERING,136.5
Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,INFORMATION TECHNOLOGY,136.5
"Coimbatore Institute of Engineering and
Technolgoy (Autonomous)  Narasipuram Post Coimbatore District 641109",MECHANICAL ENGINEERING,136.5
"Priyadarshini Engineering College Vaniyambadi Post  Thiruppattur District
635751",INFORMATION TECHNOLOGY,136.5
"Francis Xavier Engineering College
(Autonomous)  Vannarpettai  Tirunelveli District 627003",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136.5
"Erode Sengunthar Engineering College
(Autonomous)  Thudupathi Post  Erode District 638057",MECHANICAL ENGINEERING,136.5
"Lord Jegannath College of Engineering and Technology  Kumarapuram  Thoppur Post
Kanyakumari District 629402",ELECTRICAL AND ELECTRONICS ENGINEERING,136.5
Unnamalai Institute of Technology  Ayyaneri Kovilpatti  Thoothukudi District 628502,"ELECTRONICS AND
COMMUNICATION ENGINEERING",136.5
"P S N A Colllege of Engineering and Technology (Autonomous),  Dindigul District
624622",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136.0
"Noorul Islam College of Engineering and
Technology, No.10/47, Haji Manzil Main Road, Thuckalay, Kanyakumari 629175",INFORMATION TECHNOLOGY,136.0
"Ariyalur Engineering College  NH-227  Trichy-
Chithambaram NH  Karuppur-Senapathy Post Ariyalur District 621707",MECHANICAL ENGINEERING,136.0
"Velalar College of Engineering and Technology (Autonomous)  Thindal Post
Erode District 638012",COMPUTER SCIENCE AND ENGINEERING,136.0
"University College of Engineering Kancheepuram  Ponnerikarai Campus  NH4 Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District
631552",COMPUTER SCIENCE AND ENGINEERING,136.0
M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,COMPUTER SCIENCE AND ENGINEERING,136.0
"Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore
District 641042","Computer Science and Engineering (Internet of
Things)",136.0
"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",INFORMATION TECHNOLOGY,136.0
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",ELECTRICAL AND ELECTRONICS ENGINEERING,136.0
"Madha Institute of Engineering and Technology  Erandamkattalai Village Sadhananthapuram  Thandalam Post
Chennai  602101",MECHANICAL ENGINEERING,136.0
"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",COMPUTER SCIENCE AND ENGINEERING,135.5
"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004","PRODUCTION ENGINEERING
(SANDWICH) (SS)",135.5
AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,ELECTRONICS AND COMMUNICATION ENGINEERING,135.5
"K Ramakrishnan College of Technology (Autonomous)  Kariyamanickam Road Samayapuram  Manachanallur Taluk
Tiruchirappalli District 621112",ELECTRONICS AND COMMUNICATION ENGINEERING,135.5
"Gojan School of Business and Technology
Alamathi  Chennai 600062","MECHANICAL AND
AUTOMATION ENGINEERING",135.5
Central Electrochemical Research Institute CECRI)  Karaikudi  Sivagangai District 630006,CHEMICAL AND ELECTRO CHEMICAL  ENGINEERING (SS),135.0
"AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai
Uthukuli Post  Erode District 638104","ELECTRONICS AND COMMUNICATION
ENGINEERING",135.0
"Theni Kammavar Sangam College of
Technology  Theni Main Road  Koduvillarpatti Post  Theni District 625534",ELECTRICAL AND ELECTRONICS ENGINEERING,135.0
"K Ramakrishnan College of Technology (Autonomous)  Kariyamanickam Road Samayapuram  Manachanallur Taluk
Tiruchirappalli District 621112",MECHANICAL ENGINEERING,135.0
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,"ELECTRONICS AND COMMUNICATION
ENGINEERING",135.0
"Jayamatha Engineering College  Aralvaimozhi
Kanyakumari District",MECHANICAL ENGINEERING,134.5
"Dr. N G P Institute of Technology
(Autonomous) Kalapatti Road  Coimbatore District 641035",MECHANICAL ENGINEERING,134.5
"Anna University Regional Campus - Madurai Kanyakumari National Highway
Keelakuilkudi  Madurai District 625019",MECHANICAL ENGINEERING,134.5
St. Mother Theresa Engineering College Vagaikulam  Thoothukudi District 628102,"ELECTRONICS AND
COMMUNICATION ENGINEERING",134.5
"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",MECHANICAL ENGINEERING,134.5
"St. Xavier's Catholic College of Engineering (Autonomous)  Chunkankadai  Nagercoil
Kanyakumari District 629807",MECHANICAL ENGINEERING,134.5
"PSN College of Engineering and  Technology
(Autonomous) Melathediyoor  Tirunelveli- 627 152",COMPUTER SCIENCE AND ENGINEERING,134.5
"V S B College of Engineering Technical
Campus  Ealur Pirivu  Solavampalayam Post Coimbatore District 642109",ELECTRICAL AND ELECTRONICS ENGINEERING,134.5
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",BIO MEDICAL ENGINEERING,134.5
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,ROBOTICS AND AUTOMATION,134.5
"Sri Ramakrishna Institute of Technology
(Autonomous)  Pachapalayam  Coimbatore District 641010",COMPUTER SCIENCE AND ENGINEERING,134.5
"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104","ELECTRONICS AND
COMMUNICATION ENGINEERING",134.5
"Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti
Thottiyam  Tiruchirappalli District 621215",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134.0
"PSG Institute of Technology and Applied
Research  Avinashi Road  Neelambur Coimbatore 641062",CIVIL  ENGINEERING,134.0
"Tagore Institute of Engineering and
Technology  Deviyakurichi  Attur Taluk  Salem District 636112",MECHANICAL ENGINEERING,134.0
"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",COMPUTER SCIENCE AND ENGINEERING,134.0
"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",Computer Science and Engineering (Cyber Security),134.0
National  Engineering College (Autonomous) Kovilpatti  Thoothukudi District 628503,COMPUTER SCIENCE AND ENGINEERING,134.0
"Loyola ICAM College of Engineering and
Technology  Loyola College Campus Nungambakkam  Chennai 600034",ELECTRICAL AND ELECTRONICS ENGINEERING,133.5
"Shivani Engineering College  Trichy-Dindigul
NH Road  Poolangulathupatti  Tiruchirappalli - 620009",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133.5
"J P College of Engineering  College Road
Ayakudy  Tenkasi Taluk  Tenkasi District 627852",COMPUTER SCIENCE AND ENGINEERING,133.5
"Dhanalakshmi Srinivasan  Engineering College (Autonomous)  Thuraiyur Road
Perambalur District 621212","ELECTRONICS AND COMMUNICATION
ENGINEERING",133.5
Solamalai College of Engineering Veerapanjan  Madurai District 625020,"ELECTRONICS AND COMMUNICATION
ENGINEERING",133.5
Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,MECHANICAL ENGINEERING,133.5
"Pavendar Bharathidasan College of
Engineering and Technology  Pudukkottai Main Road  Tiruchirappalli District 622515",INFORMATION TECHNOLOGY,133.5
Ramco Institute of Technology  North venganallur Village  Krishnapuram Panchayat Rajapalayam  Virudhunagar District 626117,ELECTRICAL AND ELECTRONICS ENGINEERING,133.5
"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",ROBOTICS AND AUTOMATION,133.5
"Karpagam Institute of Technology
Seerapalayam Village  L&T By pass Road Coimbatore District 641021",INFORMATION TECHNOLOGY,133.0
"Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post
Coimbatore District 641109","ELECTRONICS AND COMMUNICATION
ENGINEERING",133.0
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",133.0
"University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni
Thiruvannamalai District 632326",MECHANICAL ENGINEERING (TAMIL MEDIUM),133.0
"Oxford College of Engineering  Venmani
Village  Karaipoondi Post  Polur Taluk Thiruvannamalai District 606803","ELECTRONICS AND
COMMUNICATION ENGINEERING",132.83
SSM Institute of Engineering and Technology Kuttathupatti Village  Sindalaigundu Post Dindigul District 624002,ELECTRONICS AND COMMUNICATION ENGINEERING,132.5
"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,132.5
"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College)  Esanoor Keelaiyur Post  Thirukkuvalai Taluk
Nagapattinam District 611103",ELECTRONICS AND COMMUNICATION ENGINEERING,132.5
"Knowledge Institute of Technology (Autonomous) KIOT Campus  Kakapalayam
Post  Salem District 637504",COMPUTER SCIENCE AND ENGINEERING,132.5
National  Engineering College (Autonomous) Kovilpatti  Thoothukudi District 628503,INFORMATION TECHNOLOGY,132.5
"S A Engineering College (Autonomous)
Thiruverkadu  Chennai 600077","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",132.5
"Adhiparasakthi Engineering College Melmaruvathur  Chengalpattu District
603319",COMPUTER SCIENCE AND ENGINEERING,132.0
"University College of Engineering  Arni  Arni
to Devikapuram Road  Thatchur  Arni Thiruvannamalai District 632326",COMPUTER SCIENCE AND ENGINEERING,132.0
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CIVIL  ENGINEERING,132.0
"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",ELECTRONICS AND COMMUNICATION ENGINEERING,132.0
"Ponjesly College of  Engineering Vettornimadam Post  Nagercoil
Kanyakumari District 629003",INFORMATION TECHNOLOGY,132.0
"University College of Engineering  Dindigul
Mangarai Pirivu  Reddiyarchathiram  Dindigul District 624622",ELECTRICAL AND ELECTRONICS ENGINEERING,132.0
C K College of Engineering and Technology Chellangkuppam  Cuddalore District 607003,MECHANICAL ENGINEERING,132.0
"Mangayarkarasi College of Engineering  First Street  Mangayarkarasi Nagar  Paravai
Madurai District 625402",ELECTRICAL AND ELECTRONICS ENGINEERING,132.0
"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",COMPUTER SCIENCE AND ENGINEERING,132.0
"Lord Jegannath College of Engineering and Technology  Kumarapuram  Thoppur Post
Kanyakumari District 629402",MECHANICAL ENGINEERING,131.5
"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",INFORMATION TECHNOLOGY,131.5
