COLLEGE CODE,COLLEGE NAME,BRANCH CODE,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",CE,Civil Engineering,,178,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",CM,Computer Science and Engineering (SS),138,127,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",CS,Computer Science and Engineering,145,,,,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",CW,Computer Science and Business System (SS),139,,,,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",EC,Electronics and Communication Engineering,,,,163,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",EE,Electrical and Electronics Engineering,,,,,128,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",EM,Electronics and Communication Engg. (SS),146,143,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",EY,Elec. And Electronics Engg (SS),123.5,,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",IM,Information Tech. (SS),,159,,135.5,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",ME,Mechanical Engineering,145.5,,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",MF,Mechanical Engg. (SS),,,,144,133,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",MG,Mechatronics (SS),172,,,,,,
5009,"Government College of Engineering,
Melachokkanathapuram, Bodinayakkanur, Theni District 625582",CE,Civil Engineering,114.5,,,,,,
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni
District 625582",EC,Electronics and Communication Engineering,,,,,113,,
5009,"Government College of Engineering,
Melachokkanathapuram, Bodinayakkanur, Theni District 625582",EE,Electrical and Electronics Engineering,,,,135,,,
5502,"Sree Raaja Raajan College of Engineering & Technology, Amaravathi Village, Amaravathi Pudur Post, Karaikudi, Sivagangai District
630301",CS,Computer Science and Engineering,133,,,,,,
5502,"Sree Raaja Raajan College of Engineering & Technology, Amaravathi Village, Amaravathi Pudur Post, Karaikudi, Sivagangai District
630301",EC,Electronics and Communication Engineering,,,,,129,,
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul
District 624002",AU,Automobile Engineering,,137.5,,,105,,
5530,"SSM Institute of Engineering and Technology,
Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",EE,Electrical and Electronics Engineering,133.5,,,,,,
5530,"SSM Institute of Engineering and Technology,
Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",ME,Mechanical Engineering,127.5,,,,,,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District 625122",EE,Electrical and Electronics Engineering,139.5,,,,,,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District 625122",ME,Mechanical Engineering,143.5,141,,,,,
5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai
District 625402",AG,Agricultural Engineering,123,,,,,,
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District
624619",CE,Civil Engineering,132.5,,,,,,
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District
624619",CS,Computer Science and Engineering,,,,115,,,
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District
624619",EC,Electronics and Communication Engineering,,,,,138,,
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District
624619",ME,Mechanical Engineering,139,133.5,,,,,
5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624003",EC,Electronics and Communication Engineering,117.5,,,,,,
5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624003",EE,Electrical and Electronics Engineering,118.5,,,,110,,
5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624003",ME,Mechanical Engineering,,107,,,,,
5842,"Madurai Institute of Engineering & Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District 630611",CE,Civil Engineering,108,,,,,,
5842,"Madurai Institute of Engineering & Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District 630611",EE,Electrical and Electronics Engineering,141.5,,,,,,
5862,"R V S Educational Trust’s Groups of Institutions (Integrated Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District 624005",AG,Agricultural Engineering,,,,,,125.5,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadupudupatti, Annanji Post, Theni
District 625531",EE,Electrical and Electronics Engineering,135,,,,,,
5865,"Nadar Saraswathi College of Engineering and
Technology, Vadupudupatti, Annanji Post, Theni District 625531",ME,Mechanical Engineering,131,,,,,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",CS,Computer Science and Engineering,141.5,137,,,,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",EE,Electrical and Electronics Engineering,153.5,150,,145,,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",ME,Mechanical Engineering,139,119,,132,,,
5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District
625536",CS,Computer Science and Engineering,132.5,,,,,,
5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District
625536",IT,Information Technology,,137.5,,,,,
5902,"Bharath Niketan Engineering College,
Thimmarasanaickanoor, Aundipatti, Theni District 625536",ME,Mechanical Engineering,130.5,,,,,,
5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District 630611",CS,Computer Science and Engineering,120.5,,,,,,
5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District 630611",EC,Electronics and Communication Engineering,127.33,,,,,,
5907,"Mohamed Sathak Engineering College, Kilakarai, Ramanathapuram District 623806",IT,Information Technology,133.5,,,,,,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",CE,Civil Engineering,142,,,,,,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",IT,Information Technology,127,,,,,,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",ME,Mechanical Engineering,139.5,,,,,,
5911,"P T R College of Engineering and Technology, Austinpatty Post, Madurai District 625008",CS,Computer Science and Engineering,,131.5,,,,,
5912,"Pandian Saraswathi Yadav Engineering College, Thirumansolai Post, Sivagangai District 630 561",EE,Electrical and Electronics Engineering,145,,,,,,
5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",EE,Electrical and Electronics Engineering,146.5,,,,,,
5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",ME,Mechanical Engineering,,122.5,,,,,
5914,"SOLAIMALAI COLLEGE OF ENGINEERIG,
Veerapanjan, Madurai District 625020",CE,Civil Engineering,124.5,,,,,,
5914,"SOLAIMALAI COLLEGE OF ENGINEERIG,
Veerapanjan, Madurai District 625020",EC,Electronics and Communication Engineering,,124.5,,,,,
5914,"SOLAIMALAI COLLEGE OF ENGINEERIG,
Veerapanjan, Madurai District 625020",EE,Electrical and Electronics Engineering,121,,,,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625001",CE,Civil Engineering,97,,,,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625001",CS,Computer Science and Engineering,,132,,103,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625001",EC,Electronics and Communication Engineering,,,,,112,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625001",EE,Electrical and Electronics Engineering,,101,,,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625001",ME,Mechanical Engineering,140,109.5,,,,,
5919,"St. Michael College of Engineering and
Technology, Kalayarkoil, Sivagangai District 630551",EE,Electrical and Electronics Engineering,,,,,101,,
5930,"SBM College of Engineering and Technology,
Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",EC,Electronics and Communication Engineering,126,,,,,,
5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul
District 624005",EE,Electrical and Electronics Engineering,134,,,,,,
5930,"SBM College of Engineering and Technology,
Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",ME,Mechanical Engineering,129.5,109,,112,,,
5935,"Fatima Michael College of Engineering &
Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",AU,Automobile Engineering,,,,,118,,
5935,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main Road,
Madurai District 625020",CS,Computer Science and Engineering,127.5,,,,,,
5935,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main
Road, Madurai District 625020",EC,Electronics and Communication Engineering,128,,,,,,
5986,"Velammal College of Engineering and Technology, Madurai District 625009",EC,Electronics and Communication Engineering,133,,,,,,
5986,"Velammal College of Engineering and Technology, Madurai District 625009",IT,Information Technology,124.5,,,,,,
5988,"Theni Kammavar Sangam College of Technology,
Theni Main Road, Koduvillarpatti Post, Theni District 625534",EC,Electronics and Communication Engineering,127,,,,,,
5988,"Theni Kammavar Sangam College of Technology, Theni Main Road, Koduvillarpatti Post, Theni
District 625534",ME,Mechanical Engineering,116,,,103.5,,,
5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai
District 625301",CS,Computer Science and Engineering,,,,,,115.5,
5990,"Latha Mathavan Engineering College, Kidaripatti
Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",EC,Electronics and Communication Engineering,115.5,,,,,,
